"Voornaam","Jaar","Aantal"
"Aaron","2002",102
"Aaron","2003",115
"Aaron","2004",101
"Aaron","2005",161
"Aaron","2006",175
"Aaron","2007",196
"Aaron","2008",253
"Aaron","2009",246
"Aaron","2010",239
"Aaron","2011",230
"Aaron","2012",245
"Aaron","2013",211
"Aaron","2014",220
"Aaron","2015",235
"Aaron","2016",217
"Aaron","2017",218
"Aaron","2018",198
"Aaron","2019",167
"Aaron","1995",106
"Aaron","1996",88
"Aaron","1997",101
"Aaron","1998",124
"Aaron","1999",125
"Aaron","2000",122
"Aaron","2001",130
"Aarón","2016",5
"Abbas","2008",5
"Abbas","2015",5
"Abbas","2017",5
"Abbas","2018",7
"Abd","2012",7
"Abd","2015",5
"Abd","2019",5
"Abdallah","2002",6
"Abdallah","2003",7
"Abdallah","2004",5
"Abdallah","2005",11
"Abdallah","2006",15
"Abdallah","2007",13
"Abdallah","2008",8
"Abdallah","2009",19
"Abdallah","2010",9
"Abdallah","2011",13
"Abdallah","2012",9
"Abdallah","2013",10
"Abdallah","2014",15
"Abdallah","2015",15
"Abdallah","2016",16
"Abdallah","2017",14
"Abdallah","2018",7
"Abdallah","2019",9
"Abdallah","1999",5
"Abdallah","2001",7
"Abdel","2002",14
"Abdel","2003",7
"Abdel","2004",8
"Abdel","2005",16
"Abdel","2006",10
"Abdel","2007",15
"Abdel","2008",17
"Abdel","2009",10
"Abdel","2010",10
"Abdel","2011",17
"Abdel","2012",16
"Abdel","2013",11
"Abdel","2014",8
"Abdel","2015",10
"Abdel","2016",6
"Abdel","2017",10
"Abdel","2018",14
"Abdel","2019",7
"Abdel","1995",9
"Abdel","1996",6
"Abdel","1997",12
"Abdel","1998",7
"Abdel","1999",6
"Abdel","2000",9
"Abdel","2001",6
"Abdelaziz","2004",5
"Abdelaziz","1996",6
"Abdelhafid","1999",5
"Abdelhakim","2002",8
"Abdelhakim","2003",8
"Abdelhakim","2004",5
"Abdelhakim","2005",9
"Abdelhakim","2011",6
"Abdelhakim","1995",11
"Abdelhakim","1996",8
"Abdelhakim","1997",8
"Abdelhakim","1998",8
"Abdelhakim","2000",6
"Abdelhakim","2001",5
"Abdelhamid","2015",7
"Abdelilah","2002",5
"Abdelilah","2004",8
"Abdelilah","2005",6
"Abdelilah","2006",5
"Abdelilah","2009",5
"Abdelilah","1995",7
"Abdelilah","1996",7
"Abdelilah","1997",10
"Abdelilah","1998",11
"Abdelilah","1999",9
"Abdelilah","2000",9
"Abdelilah","2001",7
"Abdeljalil","2001",5
"Abdelkader","2003",5
"Abdelkader","2005",9
"Abdelkader","2006",6
"Abdelkader","2008",6
"Abdelkader","2009",10
"Abdelkader","2010",5
"Abdelkader","2011",7
"Abdelkader","2015",10
"Abdelkader","1995",6
"Abdelkader","1996",6
"Abdelkader","1999",7
"Abdelkader","2001",7
"Abdelkarim","2002",5
"Abdelkarim","2003",7
"Abdelkarim","2004",11
"Abdelkarim","2005",7
"Abdelkarim","2008",6
"Abdelkarim","2009",7
"Abdelkarim","2012",6
"Abdelkarim","1995",15
"Abdelkarim","1996",7
"Abdelkarim","1997",9
"Abdelkarim","1998",10
"Abdelkarim","2000",8
"Abdelkarim","2001",6
"Abdellah","2002",13
"Abdellah","2003",15
"Abdellah","2004",29
"Abdellah","2005",17
"Abdellah","2006",20
"Abdellah","2007",22
"Abdellah","2008",32
"Abdellah","2009",26
"Abdellah","2010",24
"Abdellah","2011",26
"Abdellah","2012",25
"Abdellah","2013",16
"Abdellah","2014",20
"Abdellah","2015",16
"Abdellah","2016",8
"Abdellah","2017",12
"Abdellah","2018",13
"Abdellah","2019",11
"Abdellah","1995",7
"Abdellah","1996",6
"Abdellah","1997",9
"Abdellah","1998",15
"Abdellah","1999",13
"Abdellah","2000",12
"Abdellah","2001",12
"Abdellatif","2006",6
"Abdelmajid","1996",5
"Abdelmajid","1997",6
"Abdelmalik","2009",5
"Abdelmalik","2010",5
"Abdelrahman","2004",5
"Abdelrahman","2005",7
"Abdelrahman","2007",5
"Abdelrahman","2008",7
"Abdelrahman","2013",6
"Abdelrahman","2015",6
"Abdelrahman","2017",5
"Abderahman","2009",5
"Abderahman","2011",5
"Abderahman","2012",8
"Abderahman","2013",5
"Abderahman","2015",6
"Abderrahim","2002",5
"Abderrahim","2006",5
"Abderrahim","2008",7
"Abderrahim","1995",7
"Abderrahim","1996",5
"Abderrahim","1997",7
"Abderrahim","1998",5
"Abderrahim","1999",5
"Abderrahman","2006",7
"Abderrahman","2008",10
"Abderrahman","2009",10
"Abderrahman","2010",9
"Abderrahman","2011",13
"Abderrahman","2012",12
"Abderrahman","2013",14
"Abderrahman","2014",13
"Abderrahman","2015",16
"Abderrahman","2016",18
"Abderrahman","2017",13
"Abderrahman","2018",9
"Abderrahman","2019",10
"Abderrahman","1996",5
"Abderrahman","1997",5
"Abderrahman","2000",5
"Abderrahmane","2003",8
"Abderrahmane","2004",13
"Abderrahmane","2005",5
"Abderrahmane","2006",7
"Abderrahmane","2007",10
"Abderrahmane","2008",7
"Abderrahmane","2009",13
"Abderrahmane","2010",9
"Abderrahmane","2011",8
"Abderrahmane","2013",9
"Abderrahmane","2014",9
"Abderrahmane","2015",5
"Abderrahmane","2016",7
"Abderrahmane","2017",8
"Abderrahmane","2018",9
"Abderrahmane","2019",5
"Abderrahmane","1997",7
"Abderrahmane","1998",8
"Abderrahmane","1999",10
"Abderrahmane","2000",8
"Abderrahmane","2001",6
"Abdessamad","2003",5
"Abdessamad","2005",8
"Abdessamad","2008",7
"Abdessamad","2011",7
"Abdessamad","2012",5
"Abdessamad","1995",7
"Abdessamad","1997",6
"Abdessamad","1998",9
"Abdessamad","1999",12
"Abdessamad","2000",6
"Abdessamad","2001",8
"Abdil","2002",5
"Abdil","2003",6
"Abdil","2012",5
"Abdoul","2006",5
"Abdoul","2009",9
"Abdoul","2010",13
"Abdoul","2011",9
"Abdoul","2012",13
"Abdoul","2013",9
"Abdoul","2014",9
"Abdoul","2015",14
"Abdoul","2016",9
"Abdoul","2017",7
"Abdoul","2018",12
"Abdoul","2019",15
"Abdoulaye","2007",5
"Abdoulaye","2008",5
"Abdoulaye","2009",8
"Abdoulaye","2010",9
"Abdoulaye","2011",13
"Abdoulaye","2012",10
"Abdoulaye","2013",16
"Abdoulaye","2014",14
"Abdoulaye","2015",22
"Abdoulaye","2016",14
"Abdoulaye","2017",10
"Abdoulaye","2018",23
"Abdoulaye","2019",17
"Abdoullah","2004",5
"Abdoullah","2006",7
"Abdoullah","2007",5
"Abdoullah","2008",9
"Abdoullah","2009",5
"Abdoullah","2010",8
"Abdoullah","2011",9
"Abdoullah","2012",10
"Abdoullah","2013",12
"Abdoullah","2014",14
"Abdoullah","2015",9
"Abdoullah","2016",8
"Abdoullah","2018",5
"Abdoullah","2019",6
"Abdul","2002",5
"Abdul","2003",8
"Abdul","2004",8
"Abdul","2005",10
"Abdul","2006",6
"Abdul","2007",16
"Abdul","2008",14
"Abdul","2009",14
"Abdul","2010",18
"Abdul","2011",14
"Abdul","2012",22
"Abdul","2013",22
"Abdul","2014",20
"Abdul","2015",18
"Abdul","2016",14
"Abdul","2017",18
"Abdul","2018",10
"Abdul","2019",14
"Abdul","1995",6
"Abdul","2000",8
"Abdul","2001",6
"Abdul-Malik","2010",5
"Abdul-Malik","2011",5
"Abdulah","2009",5
"Abdulaziz","2019",7
"Abdulkadir","2003",6
"Abdulkadir","2015",6
"Abdullah","2002",12
"Abdullah","2003",16
"Abdullah","2004",21
"Abdullah","2005",18
"Abdullah","2006",19
"Abdullah","2007",19
"Abdullah","2008",20
"Abdullah","2009",31
"Abdullah","2010",20
"Abdullah","2011",35
"Abdullah","2012",31
"Abdullah","2013",33
"Abdullah","2014",42
"Abdullah","2015",26
"Abdullah","2016",34
"Abdullah","2017",32
"Abdullah","2018",32
"Abdullah","2019",32
"Abdullah","1995",9
"Abdullah","1996",14
"Abdullah","1997",10
"Abdullah","1998",9
"Abdullah","1999",12
"Abdullah","2000",10
"Abdullah","2001",13
"Abdulrahman","2017",5
"Abdurahman","2014",7
"Abdurahman","2019",5
"Abdurrahman","2003",5
"Abdurrahman","2010",5
"Abdurrahman","2011",6
"Abdurrahman","2013",6
"Abdurrahman","2014",5
"Abdurrahman","2015",6
"Abdurrahman","2016",6
"Abdurrahman","2017",9
"Abdurrahman","2018",7
"Abdurrahman","2019",5
"Abdurrahman","1995",7
"Abdülkadir","1996",5
"Abdülkadir","1999",5
"Abel","2002",11
"Abel","2003",15
"Abel","2004",10
"Abel","2005",12
"Abel","2006",17
"Abel","2007",10
"Abel","2008",14
"Abel","2009",28
"Abel","2010",27
"Abel","2011",35
"Abel","2012",23
"Abel","2013",39
"Abel","2014",46
"Abel","2015",47
"Abel","2016",66
"Abel","2017",67
"Abel","2018",54
"Abel","2019",52
"Abel","1996",7
"Abel","1998",13
"Abel","1999",13
"Abel","2000",12
"Abel","2001",6
"Abou","2009",5
"Abou","2011",6
"Abou","2012",6
"Abou","2017",5
"Abou","2019",5
"Aboubacar","2012",9
"Aboubacar","2013",5
"Aboubacar","2014",7
"Aboubacar","2016",11
"Aboubacar","2018",11
"Aboubacar","2019",14
"Aboubakar","2017",6
"Aboubakr","2012",6
"Aboubakr","2018",5
"Abraham","2002",6
"Abraham","2003",6
"Abraham","2004",9
"Abraham","2007",6
"Abraham","2008",7
"Abraham","2009",7
"Abraham","2011",5
"Abraham","2012",9
"Abraham","2013",8
"Abraham","2014",9
"Abraham","2015",10
"Abraham","2016",8
"Abraham","2017",10
"Abraham","2018",7
"Abraham","2019",6
"Abraham","1995",8
"Abraham","1996",6
"Abraham","1997",7
"Abraham","2000",10
"Abu","2015",5
"Abu","2016",7
"Abu","2017",5
"Abubakar","2018",5
"Ace","2019",7
"Achiel","2002",9
"Achiel","2003",7
"Achiel","2004",9
"Achiel","2005",18
"Achiel","2006",11
"Achiel","2007",16
"Achiel","2008",16
"Achiel","2009",19
"Achiel","2010",23
"Achiel","2011",24
"Achiel","2012",24
"Achiel","2013",22
"Achiel","2014",21
"Achiel","2015",25
"Achiel","2016",25
"Achiel","2017",34
"Achiel","2018",30
"Achiel","2019",35
"Achiel","1997",6
"Achiel","1998",6
"Achil","2015",5
"Achil","2016",10
"Achil","2019",7
"Achile","2006",7
"Achile","2007",5
"Achille","2002",18
"Achille","2003",24
"Achille","2004",22
"Achille","2005",37
"Achille","2006",44
"Achille","2007",62
"Achille","2008",51
"Achille","2009",54
"Achille","2010",89
"Achille","2011",79
"Achille","2012",91
"Achille","2013",91
"Achille","2014",108
"Achille","2015",102
"Achille","2016",110
"Achille","2017",109
"Achille","2018",115
"Achille","2019",123
"Achille","1995",6
"Achille","1997",8
"Achille","1998",12
"Achille","1999",10
"Achille","2000",15
"Achille","2001",22
"Achilles","2004",6
"Achilles","2005",7
"Achilles","2006",6
"Achilles","2008",10
"Achilles","2010",7
"Achilles","2011",6
"Achilles","2012",10
"Achilles","2013",13
"Achilles","2014",7
"Achilles","2015",5
"Achilles","2016",16
"Achilles","2017",12
"Achilles","2018",15
"Achilles","2019",10
"Achilles","2000",5
"Achraf","2002",26
"Achraf","2003",32
"Achraf","2004",29
"Achraf","2005",46
"Achraf","2006",24
"Achraf","2007",29
"Achraf","2008",34
"Achraf","2009",27
"Achraf","2010",32
"Achraf","2011",48
"Achraf","2012",30
"Achraf","2013",19
"Achraf","2014",21
"Achraf","2015",20
"Achraf","2016",10
"Achraf","2017",8
"Achraf","2018",13
"Achraf","2019",16
"Achraf","1995",12
"Achraf","1996",15
"Achraf","1997",21
"Achraf","1998",20
"Achraf","1999",30
"Achraf","2000",28
"Achraf","2001",24
"Adam","2002",103
"Adam","2003",152
"Adam","2004",190
"Adam","2005",210
"Adam","2006",259
"Adam","2007",340
"Adam","2008",402
"Adam","2009",417
"Adam","2010",447
"Adam","2011",499
"Adam","2012",562
"Adam","2013",562
"Adam","2014",575
"Adam","2015",543
"Adam","2016",538
"Adam","2017",559
"Adam","2018",548
"Adam","2019",504
"Adam","1995",33
"Adam","1996",44
"Adam","1997",45
"Adam","1998",35
"Adam","1999",42
"Adam","2000",62
"Adam","2001",72
"Adama","2011",5
"Adama","2018",6
"Adame","2003",7
"Adame","2005",5
"Adame","2006",5
"Adame","2007",6
"Adame","2011",8
"Adame","2012",8
"Adame","2014",5
"Adan","2014",7
"Adan","2019",8
"Adel","2002",12
"Adel","2004",9
"Adel","2005",12
"Adel","2006",8
"Adel","2007",8
"Adel","2009",12
"Adel","2010",6
"Adel","2011",10
"Adel","2012",6
"Adel","2013",11
"Adel","2014",9
"Adel","2015",16
"Adel","2016",9
"Adel","2017",6
"Adel","2018",10
"Adel","2019",6
"Adel","1997",11
"Adel","1998",10
"Adel","1999",13
"Adel","2000",10
"Adel","2001",12
"Adelin","2008",5
"Adelin","2010",6
"Adelin","2011",6
"Adelin","2014",5
"Adelin","2015",5
"Adelin","2017",8
"Adelin","1995",6
"Adelin","1996",9
"Adelin","1997",6
"Adelin","1998",6
"Adelin","1999",6
"Adelin","2000",7
"Adelin","2001",6
"Adem","2002",11
"Adem","2003",10
"Adem","2004",12
"Adem","2005",17
"Adem","2006",14
"Adem","2007",22
"Adem","2008",20
"Adem","2009",24
"Adem","2010",22
"Adem","2011",22
"Adem","2012",31
"Adem","2013",33
"Adem","2014",37
"Adem","2015",34
"Adem","2016",32
"Adem","2017",38
"Adem","2018",42
"Adem","2019",34
"Adem","1995",9
"Adem","1996",9
"Adem","1997",7
"Adem","1998",8
"Adem","1999",10
"Adem","2000",15
"Adem","2001",12
"Aden","2014",7
"Aden","2017",6
"Aden","2018",5
"Adil","2002",48
"Adil","2003",39
"Adil","2004",34
"Adil","2005",28
"Adil","2006",31
"Adil","2007",27
"Adil","2008",24
"Adil","2009",26
"Adil","2010",14
"Adil","2011",18
"Adil","2012",25
"Adil","2013",22
"Adil","2014",13
"Adil","2015",19
"Adil","2016",18
"Adil","2017",17
"Adil","2018",15
"Adil","2019",11
"Adil","1995",33
"Adil","1996",24
"Adil","1997",40
"Adil","1998",42
"Adil","1999",30
"Adil","2000",42
"Adil","2001",33
"Adnan","2002",10
"Adnan","2003",13
"Adnan","2004",9
"Adnan","2005",14
"Adnan","2006",8
"Adnan","2007",7
"Adnan","2008",11
"Adnan","2009",22
"Adnan","2010",16
"Adnan","2011",18
"Adnan","2012",18
"Adnan","2013",16
"Adnan","2014",16
"Adnan","2015",20
"Adnan","2016",19
"Adnan","2017",13
"Adnan","2018",18
"Adnan","2019",9
"Adnan","1998",6
"Adnan","1999",7
"Adnan","2000",7
"Adnan","2001",6
"Adnane","2002",15
"Adnane","2003",13
"Adnane","2004",14
"Adnane","2005",11
"Adnane","2006",13
"Adnane","2007",17
"Adnane","2008",6
"Adnane","2010",10
"Adnane","2011",14
"Adnane","2012",10
"Adnane","2013",6
"Adnane","2014",8
"Adnane","2015",7
"Adnane","2016",8
"Adnane","2018",7
"Adnane","1995",10
"Adnane","1996",7
"Adnane","1997",10
"Adnane","1998",8
"Adnane","1999",12
"Adnane","2000",11
"Adnane","2001",11
"Adonis","2008",7
"Adonis","2012",5
"Adonis","2013",5
"Adonis","2015",7
"Adonis","2016",9
"Adonis","2017",14
"Adonis","2018",10
"Adonis","2019",15
"Adriaan","2002",10
"Adriaan","2003",8
"Adriaan","2004",10
"Adriaan","2005",11
"Adriaan","2006",11
"Adriaan","2007",11
"Adriaan","2008",16
"Adriaan","2009",11
"Adriaan","2010",17
"Adriaan","2011",14
"Adriaan","2012",11
"Adriaan","2013",15
"Adriaan","2014",9
"Adriaan","2015",9
"Adriaan","2016",10
"Adriaan","2017",8
"Adriaan","2018",5
"Adriaan","2019",14
"Adriaan","1995",19
"Adriaan","1996",18
"Adriaan","1997",8
"Adriaan","1998",20
"Adriaan","1999",10
"Adriaan","2000",12
"Adriaan","2001",9
"Adrian","2002",19
"Adrian","2003",18
"Adrian","2004",26
"Adrian","2005",13
"Adrian","2006",23
"Adrian","2007",19
"Adrian","2008",32
"Adrian","2009",26
"Adrian","2010",39
"Adrian","2011",33
"Adrian","2012",38
"Adrian","2013",54
"Adrian","2014",43
"Adrian","2015",35
"Adrian","2016",39
"Adrian","2017",43
"Adrian","2018",39
"Adrian","2019",38
"Adrian","1995",12
"Adrian","1996",23
"Adrian","1997",14
"Adrian","1998",24
"Adrian","1999",22
"Adrian","2000",25
"Adrian","2001",10
"Adriano","2002",14
"Adriano","2003",14
"Adriano","2004",17
"Adriano","2005",20
"Adriano","2006",22
"Adriano","2007",30
"Adriano","2008",17
"Adriano","2009",28
"Adriano","2010",24
"Adriano","2011",25
"Adriano","2012",23
"Adriano","2013",19
"Adriano","2014",27
"Adriano","2015",25
"Adriano","2016",24
"Adriano","2017",21
"Adriano","2018",22
"Adriano","2019",30
"Adriano","1995",14
"Adriano","1996",14
"Adriano","1997",16
"Adriano","1998",12
"Adriano","1999",12
"Adriano","2000",23
"Adriano","2001",21
"Adriel","2008",5
"Adriel","2009",5
"Adriel","2012",6
"Adriel","2013",5
"Adriel","2014",6
"Adriel","2015",6
"Adriel","2016",5
"Adriel","2017",6
"Adriel","2018",5
"Adriel","2019",10
"Adrien","2002",201
"Adrien","2003",182
"Adrien","2004",191
"Adrien","2005",175
"Adrien","2006",155
"Adrien","2007",139
"Adrien","2008",150
"Adrien","2009",155
"Adrien","2010",140
"Adrien","2011",126
"Adrien","2012",122
"Adrien","2013",115
"Adrien","2014",100
"Adrien","2015",84
"Adrien","2016",107
"Adrien","2017",85
"Adrien","2018",84
"Adrien","2019",68
"Adrien","1995",265
"Adrien","1996",265
"Adrien","1997",250
"Adrien","1998",246
"Adrien","1999",287
"Adrien","2000",269
"Adrien","2001",229
"Adrián","2008",5
"Adrián","2014",5
"Adrián","2016",5
"Adrián","2019",5
"Aedan","2010",5
"Aedan","2015",5
"Aedan","2016",8
"Aerjen","2006",25
"Aerjen","2007",8
"Aerjen","2008",10
"Aerjen","2010",5
"Aerjen","2014",5
"Afonso","2012",7
"Afonso","2015",10
"Afonso","2017",5
"Afonso","2019",5
"Ahmad","2002",6
"Ahmad","2005",9
"Ahmad","2006",8
"Ahmad","2007",12
"Ahmad","2008",6
"Ahmad","2009",14
"Ahmad","2010",20
"Ahmad","2011",14
"Ahmad","2012",19
"Ahmad","2013",14
"Ahmad","2014",17
"Ahmad","2015",24
"Ahmad","2016",20
"Ahmad","2017",25
"Ahmad","2018",38
"Ahmad","2019",32
"Ahmad","2001",6
"Ahmadou","2017",5
"Ahmed","2002",42
"Ahmed","2003",39
"Ahmed","2004",61
"Ahmed","2005",52
"Ahmed","2006",72
"Ahmed","2007",68
"Ahmed","2008",75
"Ahmed","2009",81
"Ahmed","2010",76
"Ahmed","2011",96
"Ahmed","2012",99
"Ahmed","2013",90
"Ahmed","2014",78
"Ahmed","2015",76
"Ahmed","2016",91
"Ahmed","2017",91
"Ahmed","2018",89
"Ahmed","2019",84
"Ahmed","1995",30
"Ahmed","1996",28
"Ahmed","1997",31
"Ahmed","1998",23
"Ahmed","1999",33
"Ahmed","2000",30
"Ahmed","2001",33
"Ahmet","2002",23
"Ahmet","2003",26
"Ahmet","2004",27
"Ahmet","2005",38
"Ahmet","2006",29
"Ahmet","2007",25
"Ahmet","2008",30
"Ahmet","2009",33
"Ahmet","2010",33
"Ahmet","2011",27
"Ahmet","2012",32
"Ahmet","2013",28
"Ahmet","2014",29
"Ahmet","2015",34
"Ahmet","2016",26
"Ahmet","2017",25
"Ahmet","2018",18
"Ahmet","2019",12
"Ahmet","1995",28
"Ahmet","1996",16
"Ahmet","1997",18
"Ahmet","1998",20
"Ahmet","1999",29
"Ahmet","2000",21
"Ahmet","2001",23
"Aidan","2002",5
"Aidan","2003",10
"Aidan","2004",6
"Aidan","2005",20
"Aidan","2006",23
"Aidan","2007",27
"Aidan","2008",8
"Aidan","2009",16
"Aidan","2010",11
"Aidan","2011",15
"Aidan","2012",21
"Aidan","2013",18
"Aidan","2014",15
"Aidan","2015",14
"Aidan","2016",11
"Aidan","2017",9
"Aidan","2018",7
"Aidan","2019",9
"Aidan","1996",7
"Aidan","1997",6
"Aidan","2000",7
"Aiden","2004",10
"Aiden","2005",10
"Aiden","2007",13
"Aiden","2008",15
"Aiden","2009",22
"Aiden","2010",30
"Aiden","2011",54
"Aiden","2012",60
"Aiden","2013",49
"Aiden","2014",52
"Aiden","2015",88
"Aiden","2016",63
"Aiden","2017",82
"Aiden","2018",63
"Aiden","2019",70
"Aiko","2002",14
"Aiko","2003",8
"Aiko","2004",10
"Aiko","2005",11
"Aiko","2006",12
"Aiko","2007",7
"Aiko","2008",10
"Aiko","2010",10
"Aiko","2011",9
"Aiko","2012",5
"Aiko","2017",6
"Aiko","1998",6
"Aiko","1999",9
"Aiko","2000",5
"Aiko","2001",10
"Aiman","2008",5
"Aiman","2010",6
"Aimane","1998",6
"Aimeric","1998",5
"Aimé","2003",5
"Aimé","2007",6
"Aimé","2008",5
"Aimé","2009",6
"Aimé","2010",5
"Aimé","2011",9
"Aimé","2012",7
"Aimé","2013",5
"Aimé","2014",5
"Aimé","2015",5
"Aimé","2017",11
"Aimé","2018",10
"Aimé","2019",15
"Aissa","2015",8
"Ajan","2014",8
"Ajan","2015",5
"Ajan","2016",10
"Ajan","2017",5
"Ajan","2018",10
"Akif","2011",7
"Akif","2013",8
"Akif","2014",9
"Akif","2015",6
"Akif","2016",6
"Akif","2018",5
"Akil","2018",6
"Akim","2010",6
"Akim","2017",5
"Akim","1995",7
"Akim","1996",5
"Akin","2007",7
"Akin","2009",6
"Akin","2010",5
"Akin","1996",6
"Akram","2002",11
"Akram","2003",11
"Akram","2004",9
"Akram","2005",18
"Akram","2006",18
"Akram","2007",17
"Akram","2008",27
"Akram","2009",27
"Akram","2010",37
"Akram","2011",36
"Akram","2012",35
"Akram","2013",33
"Akram","2014",38
"Akram","2015",25
"Akram","2016",23
"Akram","2017",27
"Akram","2018",25
"Akram","2019",26
"Akram","2000",10
"Akram","2001",10
"Aksel","2004",7
"Aksel","2007",6
"Aksel","2009",6
"Aksel","2010",7
"Aksel","2011",10
"Aksel","2012",9
"Aksel","2013",6
"Aksel","2014",11
"Aksel","2015",5
"Aksel","2016",11
"Aksel","2017",12
"Aksel","2018",9
"Aksel","2019",10
"Al","2013",5
"Alain","2002",11
"Alain","2003",7
"Alain","2004",5
"Alain","2006",5
"Alain","2007",6
"Alain","2008",9
"Alain","2009",6
"Alain","2010",7
"Alain","2012",5
"Alain","2013",5
"Alain","2017",5
"Alain","1995",23
"Alain","1996",19
"Alain","1997",19
"Alain","1998",13
"Alain","1999",17
"Alain","2000",6
"Alain","2001",16
"Alan","2002",42
"Alan","2003",49
"Alan","2004",27
"Alan","2005",32
"Alan","2006",29
"Alan","2007",38
"Alan","2008",25
"Alan","2009",19
"Alan","2010",19
"Alan","2011",30
"Alan","2012",33
"Alan","2013",30
"Alan","2014",39
"Alan","2015",30
"Alan","2016",38
"Alan","2017",45
"Alan","2018",27
"Alan","2019",26
"Alan","1995",57
"Alan","1996",44
"Alan","1997",45
"Alan","1998",84
"Alan","1999",61
"Alan","2000",63
"Alan","2001",50
"Alaric","2013",5
"Alaric","2014",8
"Alaric","2015",8
"Alaric","2016",11
"Alaric","2017",10
"Alaric","2019",6
"Alassane","2014",5
"Alban","2002",9
"Alban","2003",7
"Alban","2004",9
"Alban","2005",10
"Alban","2006",15
"Alban","2007",16
"Alban","2008",8
"Alban","2009",8
"Alban","2010",13
"Alban","2011",6
"Alban","2012",17
"Alban","2013",21
"Alban","2014",17
"Alban","2015",16
"Alban","2016",12
"Alban","2017",18
"Alban","2018",11
"Alban","2019",20
"Alban","1995",9
"Alban","1996",8
"Alban","1997",9
"Alban","1998",12
"Alban","1999",5
"Alban","2000",7
"Alban","2001",9
"Albert","2002",11
"Albert","2003",12
"Albert","2004",10
"Albert","2005",6
"Albert","2006",6
"Albert","2007",11
"Albert","2008",6
"Albert","2009",10
"Albert","2010",11
"Albert","2011",11
"Albert","2012",9
"Albert","2013",13
"Albert","2014",20
"Albert","2015",20
"Albert","2016",21
"Albert","2017",22
"Albert","2018",12
"Albert","2019",17
"Albert","1996",9
"Albert","1997",13
"Albert","1998",7
"Albert","1999",5
"Albert","2000",6
"Albert","2001",12
"Alberto","2019",6
"Albin","2003",5
"Albin","2005",6
"Albin","2009",5
"Albin","2011",5
"Albin","2012",7
"Albin","2013",6
"Albin","2014",8
"Albin","2018",5
"Albin","1997",5
"Albin","2001",6
"Albion","2007",5
"Aldo","2006",6
"Aldo","2008",7
"Aldo","2014",8
"Aldo","2015",6
"Aldo","2016",5
"Aldo","2017",6
"Aldo","2018",6
"Aldo","2019",7
"Aldo","1999",6
"Aleandro","2002",7
"Aleandro","2003",8
"Aleandro","2004",8
"Aleandro","2005",9
"Aleandro","2006",13
"Aleandro","2007",12
"Aleandro","2008",11
"Aleandro","2009",14
"Aleandro","2010",17
"Aleandro","2011",26
"Aleandro","2012",19
"Aleandro","2013",14
"Aleandro","2014",13
"Aleandro","2015",10
"Aleandro","2016",17
"Aleandro","2017",14
"Aleandro","2018",13
"Aleandro","2000",6
"Aleandro","2001",8
"Alec","2002",39
"Alec","2003",37
"Alec","2004",34
"Alec","2005",18
"Alec","2006",28
"Alec","2007",23
"Alec","2008",22
"Alec","2009",24
"Alec","2010",27
"Alec","2011",34
"Alec","2012",33
"Alec","2013",43
"Alec","2014",31
"Alec","2015",46
"Alec","2016",34
"Alec","2017",31
"Alec","2018",33
"Alec","2019",26
"Alec","1995",21
"Alec","1996",26
"Alec","1997",33
"Alec","1998",44
"Alec","1999",42
"Alec","2000",28
"Alec","2001",35
"Alejandro","2002",16
"Alejandro","2003",9
"Alejandro","2004",14
"Alejandro","2005",21
"Alejandro","2006",22
"Alejandro","2007",13
"Alejandro","2008",10
"Alejandro","2009",25
"Alejandro","2010",36
"Alejandro","2011",37
"Alejandro","2012",26
"Alejandro","2013",22
"Alejandro","2014",37
"Alejandro","2015",24
"Alejandro","2016",15
"Alejandro","2017",16
"Alejandro","2018",20
"Alejandro","2019",11
"Alejandro","1995",11
"Alejandro","1996",5
"Alejandro","1997",10
"Alejandro","1998",5
"Alejandro","1999",13
"Alejandro","2000",20
"Alejandro","2001",10
"Alek","2006",6
"Alek","2007",8
"Alek","2009",7
"Alek","2013",5
"Alek","2014",5
"Alek","2015",6
"Alek","2018",5
"Aleks","2011",5
"Aleks","2013",7
"Aleks","2019",7
"Aleksandar","2013",7
"Aleksander","2008",9
"Aleksander","2009",10
"Aleksander","2010",20
"Aleksander","2011",15
"Aleksander","2012",10
"Aleksander","2013",10
"Aleksander","2014",16
"Aleksander","2015",18
"Aleksander","2016",21
"Aleksander","2017",31
"Aleksander","2018",23
"Aleksander","2019",27
"Alen","2010",9
"Alen","2011",7
"Alen","2013",7
"Alen","2015",7
"Alen","2016",8
"Alessandro","2002",70
"Alessandro","2003",67
"Alessandro","2004",66
"Alessandro","2005",70
"Alessandro","2006",77
"Alessandro","2007",85
"Alessandro","2008",85
"Alessandro","2009",85
"Alessandro","2010",75
"Alessandro","2011",81
"Alessandro","2012",64
"Alessandro","2013",55
"Alessandro","2014",50
"Alessandro","2015",40
"Alessandro","2016",60
"Alessandro","2017",41
"Alessandro","2018",36
"Alessandro","2019",25
"Alessandro","1995",55
"Alessandro","1996",71
"Alessandro","1997",79
"Alessandro","1998",78
"Alessandro","1999",86
"Alessandro","2000",108
"Alessandro","2001",90
"Alessio","2002",102
"Alessio","2003",121
"Alessio","2004",107
"Alessio","2005",131
"Alessio","2006",135
"Alessio","2007",138
"Alessio","2008",148
"Alessio","2009",150
"Alessio","2010",160
"Alessio","2011",175
"Alessio","2012",155
"Alessio","2013",147
"Alessio","2014",130
"Alessio","2015",132
